trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
bra lift,bra_lift,detached sleeves,detached_sleeves,clothing,14,3115,7989,200039,0.004494,0.001752,0.112536,-3.151539,0.007766,suggestive,suggestive,服饰,手臂,weilin_tagcart.csv,124.404416,97.979923
sex,sex,sitting on face,sitting_on_face,pose_action,17,73101,355,200039,0.000233,0.047887,0.131042,-2.931894,0.009378,nsfw,explicit_nsfw,表情动作,性爱动作,danbooru_all.csv,129.728978,97.956699
after sex,after_sex,ocean,ocean,scene,142,11705,5446,200039,0.012132,0.026074,0.445609,-1.16615,0.048612,nsfw,explicit_nsfw,环境,水,weilin_tagcart.csv,318.66501,97.94149
nipple tweak,nipple_tweak,bed sheet,bed_sheet,scene,92,2087,23749,200039,0.044082,0.003874,0.371308,-1.42931,0.037291,nsfw,nudity_nsfw,场景,床上用品,weilin_tagcart.csv,247.772499,97.932868
overflow,overflow,head out of frame,head_out_of_frame,clothing,21,14058,1945,200039,0.001494,0.010797,0.153635,-2.702419,0.011456,nsfw,explicit_nsfw,服饰,头饰,weilin_tagcart.csv,136.687396,97.913736
topless,topless,3boys,3boys,body_detail,57,8834,4420,200039,0.006452,0.012896,0.292018,-1.77587,0.026662,nsfw,nudity_nsfw,人物,对象,weilin_tagcart.csv,195.193337,97.838373
cross-section,cross-section,soles,soles,body_detail,28,3211,9255,200039,0.00872,0.003025,0.188476,-2.407548,0.014888,nsfw,review_context,人物,腿部,danbooru_all.csv,148.560056,97.837383
missionary,missionary,leaning back,leaning_back,pose_action,22,11420,2423,200039,0.001926,0.00908,0.159044,-2.6525,0.011969,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,138.326326,97.825299
penis on face,penis_on_face,standing,standing,pose_action,23,1090,25701,200039,0.021101,0.000895,0.164235,-2.606166,0.01247,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,140.043142,97.820549
female masturbation,female_masturbation,from side,from_side,camera,80,4092,11243,200039,0.01955,0.007116,0.347846,-1.52348,0.033989,nsfw,explicit_nsfw,镜头,镜头角度,weilin_tagcart.csv,229.986933,97.814601
full nelson,full_nelson,closed mouth,closed_mouth,expression,70,816,52693,200039,0.085784,0.001328,0.325664,-1.618544,0.053166,nsfw,review_context,人物,嘴巴,weilin_tagcart.csv,214.945526,97.741999
handjob,handjob,white thighhighs,white_thighhighs,clothing,87,4649,10336,200039,0.018714,0.008417,0.362178,-1.46523,0.035978,nsfw,explicit_nsfw,服饰,袜子,weilin_tagcart.csv,240.213478,97.722951
white thighhighs,white_thighhighs,handjob,handjob,pose_action,87,10336,4649,200039,0.008417,0.018714,0.362178,-1.46523,0.035978,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,240.213478,97.722951
covered nipples,covered_nipples,on stomach,on_stomach,pose_action,20,6885,3915,200039,0.002905,0.005109,0.148426,-2.752188,0.010962,nsfw,nudity_nsfw,表情动作,基础动作,weilin_tagcart.csv,134.747599,97.716112
ejaculation,ejaculation,couch,couch,scene,56,8845,4376,200039,0.006331,0.012797,0.289419,-1.788767,0.026331,nsfw,explicit_nsfw,场景,家具,weilin_tagcart.csv,193.490869,97.698352
after vaginal,after_vaginal,nose blush,nose_blush,expression,85,9682,4900,200039,0.008779,0.017347,0.358404,-1.480343,0.035441,nsfw,explicit_nsfw,人物,面部,weilin_tagcart.csv,237.162753,97.627065
panties under pantyhose,panties_under_pantyhose,water,water,scene,17,1765,14665,200039,0.009632,0.001159,0.131382,-2.928157,0.009403,suggestive,suggestive,环境,水,danbooru_all.csv,129.393393,97.626892
spitroast,spitroast,pillow,pillow,scene,23,1071,26106,200039,0.021475,0.000881,0.164556,-2.603353,0.012494,review,review_context,场景,床上用品,weilin_tagcart.csv,139.770375,97.555154
clothed male nude female,clothed_male_nude_female,pantyhose,pantyhose,clothing,19,1937,13718,200039,0.009809,0.001385,0.143037,-2.805541,0.010459,nsfw,nudity_nsfw,服饰,袜子,weilin_tagcart.csv,132.832928,97.550627
pantyhose,pantyhose,clothed male nude female,clothed_male_nude_female,other,19,13718,1937,200039,0.001385,0.009809,0.143037,-2.805541,0.010459,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,132.832928,97.550627
cum on breasts,cum_on_breasts,pee,pee,pose_action,12,9456,2546,200039,0.001269,0.004713,0.099708,-3.326147,0.006693,nsfw,explicit_nsfw,表情动作,其他动作,danbooru_all.csv,120.351411,97.547908
bow panties,bow_panties,cumdrip,cumdrip,other,34,2496,12681,200039,0.013622,0.002681,0.21488,-2.218399,0.017657,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,158.228026,97.533937
cumdrip,cumdrip,bow panties,bow_panties,clothing,34,12681,2496,200039,0.002681,0.013622,0.21488,-2.218399,0.017657,nsfw,explicit_nsfw,服饰,正装,danbooru_all.csv,158.228026,97.533937
disembodied penis,disembodied_penis,pov,pov,camera,18,775,33827,200039,0.023226,0.000532,0.137348,-2.864093,0.009938,nsfw,explicit_nsfw,镜头,镜头角度,danbooru_all.csv,131.054069,97.526331
cross-section,cross-section,window,window,scene,129,3211,18692,200039,0.040174,0.006901,0.42994,-1.217791,0.046068,nsfw,review_context,场景,家具,weilin_tagcart.csv,300.041552,97.50387
completely nude,completely_nude,backpack,backpack,prop,34,57225,553,200039,0.000594,0.061483,0.214923,-2.218109,0.017661,nsfw,nudity_nsfw,物品,学习用品,weilin_tagcart.csv,158.196277,97.503655
nude,nude,grey jacket,grey_jacket,clothing,60,101769,392,200039,0.00059,0.153061,0.30086,-1.732836,0.027756,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,199.428351,97.479947
black bra,black_bra,blue sky,blue_sky,scene,21,3214,8477,200039,0.006534,0.002477,0.154186,-2.697253,0.011497,suggestive,suggestive,环境,天空,danbooru_all.csv,136.198831,97.436744
see-through,see-through,hand on another's head,hand_on_another's_head,pose_action,96,13400,3777,200039,0.007164,0.025417,0.379432,-1.398086,0.038423,suggestive,suggestive,表情动作,手部动作(放在某地),weilin_tagcart.csv,253.009663,97.435149
cowgirl position,cowgirl_position,towel,towel,prop,42,16456,2080,200039,0.002552,0.020192,0.245458,-2.026455,0.02106,nsfw,explicit_nsfw,物品,其他物品,danbooru_all.csv,171.109034,97.41825
facial,facial,standing on one leg,standing_on_one_leg,pose_action,15,9095,2763,200039,0.001649,0.005429,0.119405,-3.066065,0.008346,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,125.622929,97.414003
completely nude,completely_nude,two-footed footjob,two-footed_footjob,pose_action,84,57225,823,200039,0.001468,0.102066,0.356786,-1.486867,0.035199,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,235.434965,97.405025
two-footed footjob,two-footed_footjob,completely nude,completely_nude,other,84,823,57225,200039,0.102066,0.001468,0.356786,-1.486867,0.071853,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,235.434965,97.405025
anus,anus,hand on own chest,hand_on_own_chest,pose_action,42,33352,1026,200039,0.001259,0.040936,0.245524,-2.026061,0.021066,nsfw,explicit_nsfw,表情动作,手部动作(放在某地),weilin_tagcart.csv,171.062403,97.374429
vaginal,vaginal,sandals,sandals,clothing,44,61149,570,200039,0.00072,0.077193,0.252524,-1.985506,0.021874,nsfw,explicit_nsfw,服饰,鞋子,weilin_tagcart.csv,174.240673,97.351741
nude,nude,male focus,male_focus,camera,80,101769,451,200039,0.000786,0.177384,0.348668,-1.520072,0.034069,nsfw,nudity_nsfw,人物,对象,danbooru_all.csv,229.444353,97.337827
cum in mouth,cum_in_mouth,grabbing from behind,grabbing_from_behind,pose_action,60,8594,4638,200039,0.006982,0.012937,0.30112,-1.731589,0.02778,nsfw,explicit_nsfw,表情动作,手部动作(抓着某物),weilin_tagcart.csv,199.256005,97.323215
school swimsuit,school_swimsuit,open clothes,open_clothes,clothing,38,1264,26030,200039,0.030063,0.00146,0.231035,-2.113819,0.019421,suggestive,suggestive,服饰,上衣,weilin_tagcart.csv,164.477527,97.256842
nude,nude,flashing,flashing,pose_action,14,101769,243,200039,0.000138,0.057613,0.113245,-3.142474,0.007815,nsfw,nudity_nsfw,表情动作,基础动作,weilin_tagcart.csv,123.625228,97.210665
cum in pussy,cum_in_pussy,palm tree,palm_tree,prop,82,34620,1342,200039,0.002369,0.061103,0.35306,-1.502013,0.034667,nsfw,explicit_nsfw,物品,植物,weilin_tagcart.csv,232.25491,97.205859
cum in mouth,cum_in_mouth,kiss,kiss,pose_action,31,8594,3559,200039,0.003607,0.00871,0.202746,-2.302252,0.016349,nsfw,explicit_nsfw,表情动作,笑,danbooru_all.csv,152.900414,97.185551
fellatio,fellatio,wading,wading,pose_action,14,13810,1790,200039,0.001014,0.007821,0.113291,-3.141893,0.007818,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,123.575403,97.161479
nipples,nipples,crop top overhang,crop_top_overhang,other,43,146157,236,200039,0.000294,0.182203,0.249374,-2.003616,0.021499,nsfw,nudity_nsfw,画面,背景,weilin_tagcart.csv,172.431636,97.154726
cleft of venus,cleft_of_venus,pants,pants,clothing,25,6392,4467,200039,0.003911,0.005597,0.175147,-2.513364,0.013522,nsfw,explicit_nsfw,服饰,裤子,weilin_tagcart.csv,142.737486,97.116154
small breasts,small_breasts,thong,thong,clothing,88,57593,837,200039,0.001528,0.105137,0.365176,-1.453336,0.036357,suggestive,suggestive,服饰,上半身服装,danbooru_all.csv,240.979714,97.115199
cum on breasts,cum_on_breasts,standing on one leg,standing_on_one_leg,pose_action,18,9456,2763,200039,0.001904,0.006515,0.137816,-2.859187,0.009972,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,130.609171,97.089855
after vaginal,after_vaginal,kiss,kiss,pose_action,43,9682,3559,200039,0.004441,0.012082,0.249626,-2.002159,0.021521,nsfw,explicit_nsfw,表情动作,笑,danbooru_all.csv,172.2576,96.991524
cum,cum,locker room,locker_room,scene,98,53214,960,200039,0.001842,0.102083,0.383746,-1.381777,0.039016,nsfw,explicit_nsfw,场景,室内,danbooru_all.csv,255.377401,96.984488
ejaculation,ejaculation,skindentation,skindentation,body_detail,54,8845,4288,200039,0.006105,0.012593,0.28481,-1.811926,0.025721,nsfw,explicit_nsfw,人物,皮肤,danbooru_all.csv,189.599828,96.979589
white thighhighs,white_thighhighs,partially submerged,partially_submerged,pose_action,14,10336,2388,200039,0.001354,0.005863,0.113463,-3.139701,0.00783,suggestive,suggestive,表情动作,其他动作,danbooru_all.csv,123.387779,96.976267
white panties,white_panties,raised eyebrows,raised_eyebrows,body_detail,15,10063,2488,200039,0.001491,0.006029,0.119847,-3.060731,0.008377,suggestive,suggestive,人物,眉毛,danbooru_all.csv,125.159314,96.957023
swimsuit,swimsuit,thighband pantyhose,thighband_pantyhose,clothing,42,11084,3079,200039,0.003789,0.013641,0.246183,-2.022198,0.021123,suggestive,suggestive,服饰,袜子,weilin_tagcart.csv,170.604912,96.944591
thighband pantyhose,thighband_pantyhose,swimsuit,swimsuit,clothing,42,3079,11084,200039,0.013641,0.003789,0.246183,-2.022198,0.021123,suggestive,suggestive,服饰,泳装,weilin_tagcart.csv,170.604912,96.944591
erection under clothes,erection_under_clothes,nude,nude,other,103,516,101769,200039,0.199612,0.001012,0.392362,-1.349744,0.160798,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,262.51283,96.926093
nude,nude,erection under clothes,erection_under_clothes,clothing,103,101769,516,200039,0.001012,0.199612,0.392362,-1.349744,0.040277,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,262.51283,96.926093
oral,oral,french kiss,french_kiss,pose_action,23,14930,1864,200039,0.001541,0.012339,0.165324,-2.596629,0.012552,nsfw,explicit_nsfw,表情动作,其他动作,weilin_tagcart.csv,139.120472,96.922931
cum in pussy,cum_in_pussy,pool,pool,scene,108,34620,1558,200039,0.00312,0.06932,0.400538,-1.319988,0.041493,nsfw,explicit_nsfw,场景,室外,danbooru_all.csv,269.637221,96.895344
vaginal,vaginal,sneakers,sneakers,clothing,79,61149,744,200039,0.001292,0.106183,0.34736,-1.525498,0.033857,nsfw,explicit_nsfw,服饰,鞋子,weilin_tagcart.csv,227.429931,96.87135
penis awe,penis_awe,thighhighs,thighhighs,clothing,31,789,38675,200039,0.03929,0.000802,0.203221,-2.298877,0.016388,nsfw,explicit_nsfw,服饰,袜子,weilin_tagcart.csv,152.543129,96.842987
thighhighs,thighhighs,penis awe,penis_awe,body_detail,31,38675,789,200039,0.000802,0.03929,0.203221,-2.298877,0.016388,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,152.543129,96.842987
swimsuit,swimsuit,black leotard,black_leotard,clothing,24,11084,2540,200039,0.002165,0.009449,0.170528,-2.55192,0.013058,suggestive,suggestive,服饰,上半身服装,danbooru_all.csv,140.739356,96.832028
straddling,straddling,toenails,toenails,body_detail,14,23061,1069,200039,0.000607,0.013096,0.113602,-3.137937,0.00784,suggestive,suggestive,人物,指甲,weilin_tagcart.csv,123.237014,96.827445
cum on breasts,cum_on_breasts,lifted by self,lifted_by_self,pose_action,75,9456,4684,200039,0.007931,0.016012,0.338728,-1.561799,0.032677,nsfw,explicit_nsfw,表情动作,手部动作,weilin_tagcart.csv,221.416344,96.820973
topless,topless,alternate costume,alternate_costume,clothing,43,8834,3896,200039,0.004868,0.011037,0.249923,-2.000443,0.021547,nsfw,nudity_nsfw,服饰,风格,weilin_tagcart.csv,172.05277,96.799473
sex,sex,reaching towards viewer,reaching_towards_viewer,camera,24,73101,385,200039,0.000328,0.062338,0.170585,-2.551434,0.013062,nsfw,explicit_nsfw,表情动作,基础动作,danbooru_all.csv,140.69199,96.78604
sex,sex,revealing clothes,revealing_clothes,clothing,97,73101,694,200039,0.001327,0.139769,0.382475,-1.386561,0.038809,nsfw,explicit_nsfw,服饰,衣服风格,danbooru_all.csv,253.611016,96.711139
erection,erection,vibrator,vibrator,clothing,15,19766,1264,200039,0.000759,0.011867,0.120099,-3.057702,0.008395,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,124.896765,96.698253
vibrator,vibrator,erection,erection,other,15,1264,19766,200039,0.011867,0.000759,0.120099,-3.057702,0.008395,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,124.896765,96.698253
after vaginal,after_vaginal,fingering,fingering,pose_action,83,9682,4817,200039,0.008573,0.017231,0.356001,-1.490047,0.035039,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,233.145507,96.693578
fingering,fingering,after vaginal,after_vaginal,other,83,4817,9682,200039,0.017231,0.008573,0.356001,-1.490047,0.035039,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,233.145507,96.693578
multiple penises,multiple_penises,arm support,arm_support,pose_action,92,5830,8452,200039,0.01578,0.010885,0.373486,-1.420873,0.037509,nsfw,explicit_nsfw,表情动作,手部动作,weilin_tagcart.csv,246.327766,96.688489
oral,oral,pantyhose pull,pantyhose_pull,clothing,14,14930,1649,200039,0.000938,0.00849,0.113753,-3.136026,0.00785,nsfw,explicit_nsfw,服饰,与袜子互动,weilin_tagcart.csv,123.073851,96.66639
pantyhose pull,pantyhose_pull,oral,oral,pose_action,14,1649,14930,200039,0.00849,0.000938,0.113753,-3.136026,0.00785,suggestive,suggestive,人物,嘴巴,weilin_tagcart.csv,123.073851,96.66639
areola slip,areola_slip,eyelashes,eyelashes,body_detail,29,3017,9879,200039,0.009612,0.002936,0.194637,-2.361146,0.015484,nsfw,nudity_nsfw,人物,面部,danbooru_all.csv,148.995661,96.640121
orgasm,orgasm,cowboy shot,cowboy_shot,camera,26,2356,12221,200039,0.011036,0.002127,0.180637,-2.468837,0.014056,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,143.935313,96.631867
pussy juice,pussy_juice,shower head,shower_head,scene,30,26338,1144,200039,0.001139,0.026224,0.199171,-2.327917,0.015954,nsfw,explicit_nsfw,场景,浴室,weilin_tagcart.csv,150.623988,96.599132
doggystyle,doggystyle,head out of frame,head_out_of_frame,clothing,17,13200,1945,200039,0.001288,0.00874,0.132456,-2.91642,0.00948,nsfw,explicit_nsfw,服饰,头饰,weilin_tagcart.csv,128.344973,96.596717
completely nude,completely_nude,naked kimono,naked_kimono,other,20,57225,467,200039,0.000349,0.042827,0.149707,-2.739787,0.011057,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,133.594324,96.588463
naked kimono,naked_kimono,completely nude,completely_nude,other,20,467,57225,200039,0.042827,0.000349,0.149707,-2.739787,0.011057,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,133.594324,96.588463
bondage,bondage,clothed sex,clothed_sex,pose_action,127,3611,16404,200039,0.03517,0.007742,0.428885,-1.221336,0.04582,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,296.116477,96.584909
clothed sex,clothed_sex,bondage,bondage,other,127,16404,3611,200039,0.007742,0.03517,0.428885,-1.221336,0.04582,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,296.116477,96.584909
huge breasts,huge_breasts,shoes,shoes,clothing,17,4745,5410,200039,0.003583,0.003142,0.132474,-2.916221,0.009481,suggestive,suggestive,服饰,鞋子,weilin_tagcart.csv,128.327226,96.579281
panties,panties,shower head,shower_head,scene,13,21190,1144,200039,0.000613,0.011364,0.107276,-3.220606,0.007304,suggestive,suggestive,场景,浴室,weilin_tagcart.csv,121.183169,96.577752
necktie between breasts,necktie_between_breasts,nude,nude,other,98,501,101769,200039,0.195609,0.000963,0.384492,-1.378974,0.152934,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,254.881643,96.561877
nude,nude,necktie between breasts,necktie_between_breasts,clothing,98,101769,501,200039,0.000963,0.195609,0.384492,-1.378974,0.039092,nsfw,nudity_nsfw,服饰,正装,danbooru_all.csv,254.881643,96.561877
pov crotch,pov_crotch,thighhighs,thighhighs,clothing,35,821,38675,200039,0.042631,0.000905,0.2205,-2.181147,0.018227,nsfw,review_context,服饰,袜子,weilin_tagcart.csv,158.729923,96.447434
thighhighs,thighhighs,pov crotch,pov_crotch,camera,35,38675,821,200039,0.000905,0.042631,0.2205,-2.181147,0.018227,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,158.729923,96.447434
girl on top,girl_on_top,slingshot swimsuit,slingshot_swimsuit,clothing,27,22995,1265,200039,0.001174,0.021344,0.185675,-2.429145,0.014559,nsfw,explicit_nsfw,服饰,泳装,weilin_tagcart.csv,145.415019,96.428256
slingshot swimsuit,slingshot_swimsuit,girl on top,girl_on_top,other,27,1265,22995,200039,0.021344,0.001174,0.185675,-2.429145,0.014559,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,145.415019,96.428256
anus,anus,pov crotch,pov_crotch,camera,22,33352,821,200039,0.00066,0.026797,0.160721,-2.637371,0.012095,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,136.883268,96.419127
pov crotch,pov_crotch,anus,anus,body_detail,22,821,33352,200039,0.026797,0.00066,0.160721,-2.637371,0.012095,nsfw,review_context,NSFW,R18词,weilin_tagcart.csv,136.883268,96.419127
leotard aside,leotard_aside,day,day,scene,22,1484,18451,200039,0.014825,0.001192,0.160725,-2.637333,0.012096,review,review_context,环境,天气,weilin_tagcart.csv,136.879728,96.415679
gangbang,gangbang,holding,holding,pose_action,38,3635,9002,200039,0.010454,0.004221,0.232303,-2.10592,0.019528,nsfw,explicit_nsfw,表情动作,手部动作(拿着某物),weilin_tagcart.csv,163.579452,96.406967
micro bikini,micro_bikini,white shirt,white_shirt,clothing,62,1312,30693,200039,0.047256,0.00202,0.307988,-1.699056,0.028602,suggestive,suggestive,服饰,上衣,weilin_tagcart.csv,201.306825,96.402055
cum,cum,gift,gift,prop,116,53214,1054,200039,0.00218,0.110057,0.41372,-1.273275,0.043448,nsfw,explicit_nsfw,物品,其他物品,danbooru_all.csv,280.383105,96.374585
ejaculation,ejaculation,tree,tree,prop,74,8845,4962,200039,0.008366,0.014913,0.337281,-1.567977,0.032451,nsfw,explicit_nsfw,物品,植物,weilin_tagcart.csv,219.401667,96.360456
nude cover,nude_cover,pussy,pussy,body_detail,21,255,105972,200039,0.082353,0.000198,0.155454,-2.685438,0.019093,nsfw,nudity_nsfw,人物,性器官,danbooru_all.csv,135.087958,96.352498
pussy,pussy,nude cover,nude_cover,other,21,105972,255,200039,0.000198,0.082353,0.155454,-2.685438,0.011592,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,135.087958,96.352498
cum,cum,baseball cap,baseball_cap,clothing,131,53214,1133,200039,0.002462,0.115622,0.43464,-1.202106,0.046707,nsfw,explicit_nsfw,服饰,帽子,weilin_tagcart.csv,301.398537,96.336438
fellatio,fellatio,food,food,prop,19,13810,1906,200039,0.001376,0.009969,0.144395,-2.791909,0.010558,nsfw,explicit_nsfw,物品,食物,weilin_tagcart.csv,131.583641,96.327143
naked shirt,naked_shirt,flat chest,flat_chest,body_detail,63,3476,11662,200039,0.018124,0.005402,0.310887,-1.685538,0.028964,nsfw,nudity_nsfw,人物,胸部,weilin_tagcart.csv,202.646044,96.231919
presenting,presenting,flat chest,flat_chest,body_detail,25,2432,11662,200039,0.01028,0.002144,0.176327,-2.503677,0.013613,nsfw,review_context,人物,胸部,weilin_tagcart.csv,141.782272,96.19044
nipple tweak,nipple_tweak,feet,feet,pose_action,35,2087,15186,200039,0.01677,0.002305,0.220911,-2.178464,0.018261,nsfw,nudity_nsfw,表情动作,腿部动作,weilin_tagcart.csv,158.435015,96.166892
vaginal,vaginal,thong,thong,clothing,99,61149,837,200039,0.001619,0.11828,0.386932,-1.369847,0.039417,nsfw,explicit_nsfw,服饰,上半身服装,danbooru_all.csv,255.858673,96.164976
pussy juice,pussy_juice,slingshot swimsuit,slingshot_swimsuit,clothing,40,26338,1265,200039,0.001519,0.031621,0.24016,-2.05793,0.020401,nsfw,explicit_nsfw,服饰,泳装,weilin_tagcart.csv,166.555372,96.161787
slingshot swimsuit,slingshot_swimsuit,pussy juice,pussy_juice,body_detail,40,1265,26338,200039,0.031621,0.001519,0.24016,-2.05793,0.020401,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,166.555372,96.161787
ass focus,ass_focus,collared shirt,collared_shirt,clothing,18,2963,8752,200039,0.006075,0.002057,0.138851,-2.848393,0.010047,suggestive,suggestive,服饰,上衣,weilin_tagcart.csv,129.635601,96.134914
nude,nude,school bag,school_bag,prop,61,101769,392,200039,0.000599,0.155612,0.305874,-1.708989,0.028313,nsfw,nudity_nsfw,物品,学习用品,weilin_tagcart.csv,199.428351,96.086682
cum on breasts,cum_on_breasts,peeing,peeing,other,13,9456,2553,200039,0.001375,0.005092,0.107721,-3.214631,0.007334,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,120.682307,96.082678
anus,anus,mouth hold,mouth_hold,expression,82,33352,1385,200039,0.002459,0.059206,0.355105,-1.493682,0.034868,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,230.917571,96.036187
breasts out,breasts_out,naked jacket,naked_jacket,other,38,18295,1784,200039,0.002077,0.0213,0.232901,-2.102212,0.019578,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,163.159584,96.009815
naked jacket,naked_jacket,breasts out,breasts_out,body_detail,38,1784,18295,200039,0.0213,0.002077,0.232901,-2.102212,0.019578,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,163.159584,96.009815
clothes lift,clothes_lift,large penis,large_penis,body_detail,31,20920,1450,200039,0.001482,0.021379,0.204431,-2.290314,0.016485,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,151.64043,95.97779
large penis,large_penis,clothes lift,clothes_lift,clothing,31,1450,20920,200039,0.021379,0.001482,0.204431,-2.290314,0.016485,nsfw,explicit_nsfw,表情动作,手部动作,weilin_tagcart.csv,151.64043,95.97779
dildo,dildo,wet,wet,body_detail,58,1648,23630,200039,0.035194,0.002455,0.297935,-1.74693,0.027298,nsfw,explicit_nsfw,人物,皮肤,danbooru_all.csv,194.673239,95.953477
cum on breasts,cum_on_breasts,sideboob,sideboob,body_detail,21,9456,2849,200039,0.002221,0.007371,0.155932,-2.681015,0.011628,nsfw,explicit_nsfw,人物,胸部,danbooru_all.csv,134.674458,95.949021
pubic tattoo,pubic_tattoo,skirt,skirt,clothing,41,1446,23224,200039,0.028354,0.001765,0.244227,-2.033707,0.020852,nsfw,nudity_nsfw,服饰,裙子,weilin_tagcart.csv,167.876784,95.89008
breast grab,breast_grab,cup,cup,prop,51,12014,3059,200039,0.004245,0.016672,0.277599,-1.848926,0.02478,suggestive,suggestive,物品,餐具,weilin_tagcart.csv,183.718305,95.875849
vaginal,vaginal,frown,frown,pose_action,32,61149,501,200039,0.000523,0.063872,0.208948,-2.258786,0.016959,nsfw,explicit_nsfw,表情动作,蔑视,weilin_tagcart.csv,153.148381,95.834707
panties aside,panties_aside,cloud,cloud,scene,52,4285,8647,200039,0.012135,0.006014,0.280738,-1.832702,0.02516,nsfw,nudity_nsfw,环境,云,danbooru_all.csv,185.225856,95.82425
nude,nude,frilled skirt,frilled_skirt,clothing,51,101769,361,200039,0.000501,0.141274,0.277691,-1.848447,0.024789,nsfw,nudity_nsfw,服饰,裙子,weilin_tagcart.csv,183.657232,95.819484
bikini,bikini,curtains,curtains,scene,121,7611,7536,200039,0.015898,0.016056,0.422005,-1.244669,0.044675,suggestive,suggestive,场景,家具,weilin_tagcart.csv,286.726568,95.789154
after sex,after_sex,nose blush,nose_blush,expression,121,11705,4900,200039,0.010337,0.024694,0.42202,-1.244618,0.044676,nsfw,explicit_nsfw,人物,面部,weilin_tagcart.csv,286.71659,95.780953
garter straps,garter_straps,school uniform,school_uniform,clothing,53,3091,12082,200039,0.017147,0.004387,0.283892,-1.816587,0.025541,suggestive,suggestive,服饰,正装,weilin_tagcart.csv,186.690905,95.737166
bdsm,bdsm,blue sky,blue_sky,scene,47,4183,8477,200039,0.011236,0.005544,0.265144,-1.91515,0.023278,suggestive,suggestive,环境,天空,danbooru_all.csv,177.261889,95.723676
bottomless,bottomless,pantyhose pull,pantyhose_pull,clothing,27,17549,1649,200039,0.001539,0.016374,0.18664,-2.421668,0.014634,nsfw,nudity_nsfw,服饰,与袜子互动,weilin_tagcart.csv,144.663296,95.702584
pantyhose pull,pantyhose_pull,bottomless,bottomless,other,27,1649,17549,200039,0.016374,0.001539,0.18664,-2.421668,0.014634,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,144.663296,95.702584
cum on breasts,cum_on_breasts,on stomach,on_stomach,pose_action,52,9456,3915,200039,0.005499,0.013282,0.280982,-1.831449,0.025182,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,185.065112,95.676186
handjob,handjob,flat chest,flat_chest,body_detail,110,4649,11662,200039,0.023661,0.009432,0.405859,-1.300951,0.042193,nsfw,explicit_nsfw,人物,胸部,weilin_tagcart.csv,271.030339,95.674788
nipple tweak,nipple_tweak,outdoors,outdoors,scene,78,2087,21526,200039,0.037374,0.003624,0.347315,-1.525684,0.033767,nsfw,nudity_nsfw,环境,大自然,weilin_tagcart.csv,224.580017,95.670584
head grab,head_grab,thighhighs,thighhighs,clothing,21,695,38675,200039,0.030216,0.000543,0.156286,-2.677744,0.011654,review,review_context,服饰,袜子,weilin_tagcart.csv,134.369423,95.65142
thighhighs,thighhighs,head grab,head_grab,pose_action,21,38675,695,200039,0.000543,0.030216,0.156286,-2.677744,0.011654,suggestive,suggestive,表情动作,手部动作,danbooru_all.csv,134.369423,95.65142
